month,chl_a,ndci,ssc,tbd
2002-08,322.488621097257,-0.29449975308199,4154.567989560301,170.24812740736257
2002-09,680.3434904016098,-0.1999982288901481,5671.488118995871,227.3983157190885
2002-10,431.8332690366664,-0.165717304562835,8359.1379352425,323.91205203584576
2002-11,146.44947627951035,-0.2748100827971659,7544.772391130495,289.4614155179725
2002-12,669.796149392242,-0.1804341641842858,8231.523424871864,316.8525685161156
2003-01,126.673021718275,-0.2641746229992278,5381.949765917049,215.5106182900405
2003-02,150.36171981649963,-0.2090011498730026,5702.588860868197,233.3792583934135
2003-03,102.94591007323127,-0.2234822758642805,3893.592441206545,170.1329571365308
2003-04,56.20771405138893,-0.1992468073417702,7577.592862734788,300.66283859558456
2003-05,226.8400133142821,-0.2415605135503878,7981.126583429457,308.91980890568954
2003-06,389.096732104856,-0.2914195558153705,6881.776950333772,268.81455808268544
2003-07,1091.778298095203,-0.2758413321225035,8615.718130132407,328.90399506320085
2003-08,209.5298188112076,-0.2409315097217274,11335.547597466706,423.81738486307177
2003-09,330.5856856719647,-0.2800157703896487,4435.901033279703,183.9300560519294
2003-10,323.52560173099124,-0.1948101660114948,8177.596582276484,325.6842097684609
2003-11,77.53579806671999,-0.1559321621575549,11491.96315480827,439.04422169734346
2003-12,250.76721498661723,-0.3314941827441073,6498.263392186342,246.4827684641845
2004-01,26.759532115790503,-0.1584083556631973,9619.747392101654,374.4888589151941
2004-02,578.7092614661686,-0.1686560497108376,9107.88032913297,353.01961751031894
2004-03,195.4672551321445,-0.1296951595896087,9967.774016773232,390.57263559065126
2004-04,235.99550397729053,-0.1584206950607685,8776.268721285425,347.41055472511846
2004-05,105.06808645792356,-0.3029572570393904,4343.446571456911,176.91803902304147
2004-06,89.7875323267147,-0.3559823321477419,4409.197802158669,179.19317157708673
2004-07,304.6787009444838,-0.3452507562830766,5557.19664666524,218.4271573140128
2004-08,4896472.195944465,-0.2431481792333096,7818.41527787658,306.3494215106321
2004-09,294.74172222036486,-0.1953384025269185,6724.375281192741,270.57479859160685
2004-10,409.5066760382424,-0.2097683042012581,8250.85430394033,322.8314928063372
2004-11,139.01674982621222,-0.2524820938669683,6303.389457540472,250.20262241905576
2004-12,138.42191991041284,-0.2945485269348208,4312.093504430121,179.81439198944983
2005-01,157.7999133111307,-0.283320949348443,4459.7025179929,183.5713650870832
2005-02,403.0660213643456,-0.2239320484210667,2913.4747117075126,135.56253819816257
2005-03,234.9027482762174,-0.1918706304670243,6032.767371786727,246.49185335675423
2005-04,33.05220054862622,-0.2294980347380638,8088.392786979304,309.91856611667623
2005-05,95.60408876817112,-0.2910286529780942,7303.396424321837,278.171089373687
2005-06,110.154348448746,-0.3019146400185933,7530.171849909917,289.4693647247547
2005-07,760.7463106648722,-0.2753429001782363,9740.873552547484,365.1191574192162
2005-08,71.88227359278464,-0.3098467152365287,6525.185514176335,255.70469270486385
2005-09,197.11563391081296,-0.1883473194656119,10099.710751174218,389.2319586714713
2005-10,82.81051174855757,-0.2480590221336038,5338.652527074449,228.89144168174727
2005-11,82.46553605989229,-0.2434306360054276,8807.325244624279,342.4154610797677
2005-12,98.1078933564466,-0.2923337925833039,5618.976409612693,225.514677176078
2006-01,47.23148131271907,-0.3040745634522011,7240.153478990127,279.5893534594128
2006-02,382.4945130738375,-0.2213534439474455,6436.265439174612,259.9128809393947
2006-03,172.3467442143603,-0.2241955642200419,13026.830187780157,475.4724428315146
2006-04,31.33238344292015,-0.2656454622439264,6762.4813358061165,265.2126179544696
2006-05,79.96248999983573,-0.2761606859257881,5191.417142710735,219.47069310490463
2006-06,1.4887286422229185,-0.4023980936401989,3748.568679616337,155.6261912160402
2006-07,281.4281516308199,-0.3348083389011563,8806.785736738619,333.5604247812783
2006-08,196.73753741452236,-0.2893930163498025,8075.811209129538,308.105229365352
2006-09,142.4390174156526,-0.2519022631343452,6330.414560727491,254.14113923856385
2006-10,92.73564598406396,-0.2452316924092503,7960.226694365039,309.35970433790186
2006-11,180.25853192028237,-0.1794805631511744,12934.339149958823,486.093808445304
2006-12,229.28779346641863,-0.2507669894488782,10999.669049755212,415.3005437702032
2007-01,149.5808851298824,-0.3376383042739055,8554.457390755704,323.0184673287147
2007-02,116.70298070615732,-0.199293860107137,10270.7843146794,397.1162906152531
2007-03,243.1696695755841,-0.3013639360187324,4642.042077659617,192.7930954463337
2007-04,5.159578870567895,-0.1992527687588152,9969.914378736692,384.428037442604
2007-05,48.311046736511805,-0.3434322097541688,5106.840445397667,205.7012997005145
2007-06,351.92868585696107,-0.2635386263213186,10861.038371091248,409.475906579847
2007-07,2043.6791488237495,-0.1996311060263844,13268.83202890862,488.96287620127646
2007-08,257.6789897328162,-0.2795375484154513,7858.396875236862,301.52840393656265
2007-09,148.66169841032135,-0.1741732237080765,12372.682383605288,460.67927324397925
2007-10,236.7037427981535,-0.1996437237164577,8788.559478961408,344.3593820834142
2007-11,59.7630762295566,-0.1904365981506126,9163.100769550054,352.68314256929415
2007-12,589.3556475566756,-0.2820545852355224,4869.054771603248,199.9932269285156
2008-01,94.44857571790791,-0.2362338805005291,8120.161071456718,311.57973033459336
2008-02,357.6158942714838,-0.1674974726772326,4896.003934153096,211.76850976710324
2008-03,435.8093095914845,-0.1782428097701101,6738.123189318062,272.4678320045489
2008-04,188.80631565677615,-0.2332396150119678,4920.959509141643,208.69030445432716
2008-05,54.77739809373726,-0.3350424960811054,3140.7224314755936,138.85222761594946
2008-06,255.61627231511883,-0.329030562384005,5476.980035278685,217.1630892808144
2008-07,256.4120374259028,-0.284420582640219,8525.152629218936,329.1355205071521
2008-08,173.6273925974721,-0.274896246853884,7798.365066444317,301.89238650622366
2008-09,113.45857054082332,-0.227571590838231,9736.291810506078,375.5532539453496
2008-10,1.1339767118163857,-0.2424147326538013,11797.094958782794,445.861150224176
2008-11,132.66250976547087,-0.2137490476854409,9691.654159649752,379.7810081639899
2008-12,419.4019853247104,-0.3481491997513266,3813.736875542216,164.18208775880646
2009-01,382.3661214512924,-0.2527428404546752,8161.939930243149,314.6802797902534
2009-02,278.8458416769272,-0.2097478768256148,6224.883686604542,255.82743305211457
2009-03,193.98018588283,-0.237376779136136,4958.70913417368,212.20569966254067
2009-04,56.2423349374136,-0.2545579301117529,8074.590964050209,319.0103593189274
2009-05,72.21438589777085,-0.2491910353836051,7048.41138979994,286.7228258192816
2009-06,301.9223128843992,-0.4680583679841171,1718.6151681054107,80.90169685031435
2009-07,886.7567203922089,-0.3506487988543278,5067.78508362829,204.4964277190171
2009-08,96.23334097964673,-0.2983452355753772,5060.87656818664,215.085749123744
2009-09,131.8901066593597,-0.2535527931743396,7801.630407492915,310.791772185308
2009-10,55.81370352778341,-0.1920713587054225,14304.565716349132,535.6890252510726
2009-11,149.53042463432143,-0.2587729222116178,8267.800543262083,321.73067709441256
2009-12,143.50625468322562,-0.2728302134238538,10020.491431946555,372.597715600667
2010-01,260.06725973981764,-0.3178761611223595,7395.335108236703,282.5569278661705
2010-02,225.98403162424003,-0.2642591066563393,13693.456076856575,498.1899855444614
2010-03,148.34111978715347,-0.2571157369942427,5243.39748531103,219.985134975064
2010-04,50.16354225689882,-0.2606828388654695,5630.279704438077,237.6001852320163
2010-05,54.227813780437614,-0.3050066454254778,6897.51057019657,273.8146263531202
2010-06,201.3208572111925,-0.3602709532655367,5599.386274083418,227.13442171232603
2010-07,485.8943915245045,-0.3092999383677549,9575.906839845136,362.3184795921442
2010-08,523.8556671252139,-0.2970226039912483,9139.106486997012,348.52672352010137
2010-09,129.7406520965673,-0.2248313266133396,9639.477800637724,373.5711130400813
2010-10,396.4273294621115,-0.1744803103505693,11875.017636429144,458.0657527237041
2010-11,157.51444869844283,-0.204319625286358,8562.999424826201,341.42271002673107
2010-12,127.7918890366139,-0.2764404433702853,6950.095089746765,277.44287278928726
2011-01,766.1639124199594,-0.2823896743869474,4976.74846723159,207.8174932028563
2011-02,250.92294022799996,-0.2654966155012975,4890.979121585446,202.1504337053542
2011-03,387.5469038168984,-0.2144669340194141,9956.74437560925,374.6865834528626
2011-04,90.96454340853325,-0.3296597144605165,3704.603231947293,159.6986280795397
2011-05,23.3079696010256,-0.2790876193688016,6626.620702967188,269.1962299915381
2011-06,728418.5283110137,-0.2767384789653849,10833.103572585684,413.7869450399212
2011-07,718.997873084506,-0.3700466898905606,7760.343947509879,295.6321654044475
2011-08,214.18540586921023,-0.2549698227234293,13511.87870741644,497.2058828629301
2011-09,42.05060570644576,-0.2102631809487991,13353.243540223346,500.30073342791576
